content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
"APK gak jelas, beli mahal2, giliran mau nonton gak muncul, yg ada cuma suara, APK PEMBODOHANN, JANGAN DI DOWNLOAD LAGI, APALAGI BELI PAKETNYAA",1,2025-08-09 21:55:22,"APK gak jelas, beli mahal2, giliran mau nonton gak muncul, yg ada cuma suara, APK PEMBODOHANN, JANGAN DI DOWNLOAD LAGI, APALAGI BELI PAKETNYAA",apk gak jelas beli mahal giliran mau nonton gak muncul yg ada cuma suara apk pembodohann jangan di download lagi apalagi beli paketnyaa,"['apk', 'gak', 'jelas', 'beli', 'mahal', 'giliran', 'mau', 'nonton', 'gak', 'muncul', 'yg', 'ada', 'cuma', 'suara', 'apk', 'pembodohann', 'jangan', 'di', 'download', 'lagi', 'apalagi', 'beli', 'paketnyaa']","['apk', 'gak', 'beli', 'mahal', 'giliran', 'nonton', 'gak', 'muncul', 'yg', 'suara', 'apk', 'pembodohann', 'download', 'beli', 'paketnyaa']","['apk', 'gak', 'beli', 'mahal', 'gilir', 'nonton', 'gak', 'muncul', 'yg', 'suara', 'apk', 'pembodohann', 'download', 'beli', 'paketnyaa']",-9,1,Negatif,apk gak beli mahal gilir nonton gak muncul yg suara apk pembodohann download beli paketnyaa
nyoba masuk ke smart tv pke akun yg sama ga bisaa.. pdhl udh d logout dri hp dan akun sdh aktif brlangganan.. giliran kmbli login ke hp bs masuk tpi dsruh paket lgii utk nnton.. bolak balik log in out ttp ga bisaa.. gmna solusinya ? klo ttp ga bs d pke brasa sia² duit 65ribu beli paket.,1,2025-08-09 17:14:56,nyoba masuk ke smart tv pke akun yg sama ga bisaa.. pdhl udh d logout dri hp dan akun sdh aktif brlangganan.. giliran kmbli login ke hp bs masuk tpi dsruh paket lgii utk nnton.. bolak balik log in out ttp ga bisaa.. gmna solusinya ? klo ttp ga bs d pke brasa sia² duit 65ribu beli paket.,nyoba masuk ke smart tv pke akun yg sama ga bisaa pdhl udh d logout dri hp dan akun sdh aktif brlangganan giliran kmbli login ke hp bs masuk tpi dsruh paket lgii utk nnton bolak balik log in out ttp ga bisaa gmna solusinya klo ttp ga bs d pke brasa sia² duit ribu beli paket,"['nyoba', 'masuk', 'ke', 'smart', 'tv', 'pke', 'akun', 'yg', 'sama', 'ga', 'bisaa', 'pdhl', 'udh', 'd', 'logout', 'dri', 'hp', 'dan', 'akun', 'sdh', 'aktif', 'brlangganan', 'giliran', 'kmbli', 'login', 'ke', 'hp', 'bs', 'masuk', 'tpi', 'dsruh', 'paket', 'lgii', 'utk', 'nnton', 'bolak', 'balik', 'log', 'in', 'out', 'ttp', 'ga', 'bisaa', 'gmna', 'solusinya', 'klo', 'ttp', 'ga', 'bs', 'd', 'pke', 'brasa', 'sia²', 'duit', 'ribu', 'beli', 'paket']","['nyoba', 'masuk', 'smart', 'tv', 'pke', 'akun', 'yg', 'ga', 'bisaa', 'pdhl', 'udh', 'd', 'logout', 'dri', 'hp', 'akun', 'sdh', 'aktif', 'brlangganan', 'giliran', 'kmbli', 'login', 'hp', 'bs', 'masuk', 'tpi', 'dsruh', 'paket', 'lgii', 'utk', 'nnton', 'bolak', 'log', 'in', 'out', 'ttp', 'ga', 'bisaa', 'gmna', 'solusinya', 'klo', 'ttp', 'ga', 'bs', 'd', 'pke', 'brasa', 'sia²', 'duit', 'ribu', 'beli', 'paket']","['nyoba', 'masuk', 'smart', 'tv', 'pke', 'akun', 'yg', 'ga', 'bisaa', 'pdhl', 'udh', 'd', 'logout', 'dri', 'hp', 'akun', 'sdh', 'aktif', 'brlangganan', 'gilir', 'kmbli', 'login', 'hp', 'bs', 'masuk', 'tpi', 'dsruh', 'paket', 'lgii', 'utk', 'nnton', 'bolak', 'log', 'in', 'out', 'ttp', 'ga', 'bisaa', 'gmna', 'solusi', 'klo', 'ttp', 'ga', 'bs', 'd', 'pke', 'brasa', 'sia', 'duit', 'ribu', 'beli', 'paket']",-6,1,Negatif,nyoba masuk smart tv pke akun yg ga bisaa pdhl udh d logout dri hp akun sdh aktif brlangganan gilir kmbli login hp bs masuk tpi dsruh paket lgii utk nnton bolak log in out ttp ga bisaa gmna solusi klo ttp ga bs d pke brasa sia duit ribu beli paket
"When I watch series and movies, the screen is black and always loading. For 2 days of use it was running normally, but after 2 days I experienced a black screen and loading. Please return my money, damn.",1,2025-08-09 13:24:12,"Ketika saya menonton serial dan film, layarnya hitam dan selalu dimuat. Selama 2 hari penggunaannya berjalan normal, tetapi setelah 2 hari saya mengalami layar hitam dan memuat. Tolong kembalikan uang saya, sial.",ketika saya menonton serial dan film layarnya hitam dan selalu dimuat selama hari penggunaannya berjalan normal tetapi setelah hari saya mengalami layar hitam dan memuat tolong kembalikan uang saya sial,"['ketika', 'saya', 'menonton', 'serial', 'dan', 'film', 'layarnya', 'hitam', 'dan', 'selalu', 'dimuat', 'selama', 'hari', 'penggunaannya', 'berjalan', 'normal', 'tetapi', 'setelah', 'hari', 'saya', 'mengalami', 'layar', 'hitam', 'dan', 'memuat', 'tolong', 'kembalikan', 'uang', 'saya', 'sial']","['menonton', 'serial', 'film', 'layarnya', 'hitam', 'dimuat', 'penggunaannya', 'berjalan', 'normal', 'mengalami', 'layar', 'hitam', 'memuat', 'tolong', 'kembalikan', 'uang', 'sial']","['tonton', 'serial', 'film', 'layar', 'hitam', 'muat', 'guna', 'jalan', 'normal', 'alami', 'layar', 'hitam', 'muat', 'tolong', 'kembali', 'uang', 'sial']",-20,1,Negatif,tonton serial film layar hitam muat guna jalan normal alami layar hitam muat tolong kembali uang sial
"bufering terus .. payah kalo mau nonton , udah bayar woii .. bukan gratisan!!!",1,2025-08-09 11:30:11,"bufering terus .. payah kalo mau nonton , udah bayar woii .. bukan gratisan!!!",bufering terus payah kalo mau nonton udah bayar woii bukan gratisan,"['bufering', 'terus', 'payah', 'kalo', 'mau', 'nonton', 'udah', 'bayar', 'woii', 'bukan', 'gratisan']","['bufering', 'payah', 'kalo', 'nonton', 'udah', 'bayar', 'woii', 'gratisan']","['bufering', 'payah', 'kalo', 'nonton', 'udah', 'bayar', 'woii', 'gratis']",1,4,Positif,bufering payah kalo nonton udah bayar woii gratis
kenapa ngga bisa log in ke nomer HP padahal dulu bisa tolong perbaiki,3,2025-08-09 05:33:19,kenapa ngga bisa log in ke nomer HP padahal dulu bisa tolong perbaiki,kenapa ngga bisa log in ke nomer hp padahal dulu bisa tolong perbaiki,"['kenapa', 'ngga', 'bisa', 'log', 'in', 'ke', 'nomer', 'hp', 'padahal', 'dulu', 'bisa', 'tolong', 'perbaiki']","['ngga', 'log', 'in', 'nomer', 'hp', 'tolong', 'perbaiki']","['ngga', 'log', 'in', 'nomer', 'hp', 'tolong', 'baik']",-5,1,Negatif,ngga log in nomer hp tolong baik
apk bermasalah saya mau bikin akun aja susah,3,2025-08-08 18:46:55,apk bermasalah saya mau bikin akun aja susah,apk bermasalah saya mau bikin akun aja susah,"['apk', 'bermasalah', 'saya', 'mau', 'bikin', 'akun', 'aja', 'susah']","['apk', 'bermasalah', 'bikin', 'akun', 'aja', 'susah']","['apk', 'masalah', 'bikin', 'akun', 'aja', 'susah']",-6,1,Negatif,apk masalah bikin akun aja susah
"Padah dulu gampang banget buat bayarnya, sekarang jadi ribet, mau masuk ke akun aja gk bisa, mau bayar langganan juga ribet.. parah",1,2025-08-08 00:25:13,"Padah dulu gampang banget buat bayarnya, sekarang jadi ribet, mau masuk ke akun aja gk bisa, mau bayar langganan juga ribet.. parah",padah dulu gampang banget buat bayarnya sekarang jadi ribet mau masuk ke akun aja gk bisa mau bayar langganan juga ribet parah,"['padah', 'dulu', 'gampang', 'banget', 'buat', 'bayarnya', 'sekarang', 'jadi', 'ribet', 'mau', 'masuk', 'ke', 'akun', 'aja', 'gk', 'bisa', 'mau', 'bayar', 'langganan', 'juga', 'ribet', 'parah']","['padah', 'gampang', 'banget', 'bayarnya', 'ribet', 'masuk', 'akun', 'aja', 'gk', 'bayar', 'langganan', 'ribet', 'parah']","['padah', 'gampang', 'banget', 'bayar', 'ribet', 'masuk', 'akun', 'aja', 'gk', 'bayar', 'langgan', 'ribet', 'parah']",-21,1,Negatif,padah gampang banget bayar ribet masuk akun aja gk bayar langgan ribet parah
nomor hp saya kok tidak bisa masuk alasannya karena ada traffic padahal udah semangat mau nonton,1,2025-08-07 22:51:36,nomor hp saya kok tidak bisa masuk alasannya karena ada traffic padahal udah semangat mau nonton,nomor hp saya kok tidak bisa masuk alasannya karena ada traffic padahal udah semangat mau nonton,"['nomor', 'hp', 'saya', 'kok', 'tidak', 'bisa', 'masuk', 'alasannya', 'karena', 'ada', 'traffic', 'padahal', 'udah', 'semangat', 'mau', 'nonton']","['nomor', 'hp', 'masuk', 'alasannya', 'traffic', 'udah', 'semangat', 'nonton']","['nomor', 'hp', 'masuk', 'alas', 'traffic', 'udah', 'semangat', 'nonton']",-4,2,Negatif,nomor hp masuk alas traffic udah semangat nonton
"akhirnya bisa play tanpa kendala apapun, terima kasih sudah di follow up",5,2025-08-07 18:14:42,"akhirnya bisa play tanpa kendala apapun, terima kasih sudah di follow up",akhirnya bisa play tanpa kendala apapun terima kasih sudah di follow up,"['akhirnya', 'bisa', 'play', 'tanpa', 'kendala', 'apapun', 'terima', 'kasih', 'sudah', 'di', 'follow', 'up']","['play', 'kendala', 'apapun', 'terima', 'kasih', 'follow', 'up']","['play', 'kendala', 'apa', 'terima', 'kasih', 'follow', 'up']",-2,2,Negatif,play kendala apa terima kasih follow up
"sejak update terakhir di Tab Android 11, ketika buka aplikasi dan memutar film, Tab tiba-tiba Hang dan no respon terpaksa harus hard restart Tab , dan sudah coba install ulang aplikasi hasilnya sama saja tolong update dan fix untuk Bug ini. thanks",1,2025-08-07 10:29:56,"sejak update terakhir di Tab Android 11, ketika buka aplikasi dan memutar film, Tab tiba-tiba Hang dan no respon terpaksa harus hard restart Tab , dan sudah coba install ulang aplikasi hasilnya sama saja tolong update dan fix untuk Bug ini. thanks",sejak update terakhir di tab android ketika buka aplikasi dan memutar film tab tibatiba hang dan no respon terpaksa harus hard restart tab dan sudah coba install ulang aplikasi hasilnya sama saja tolong update dan fix untuk bug ini thanks,"['sejak', 'update', 'terakhir', 'di', 'tab', 'android', 'ketika', 'buka', 'aplikasi', 'dan', 'memutar', 'film', 'tab', 'tibatiba', 'hang', 'dan', 'no', 'respon', 'terpaksa', 'harus', 'hard', 'restart', 'tab', 'dan', 'sudah', 'coba', 'install', 'ulang', 'aplikasi', 'hasilnya', 'sama', 'saja', 'tolong', 'update', 'dan', 'fix', 'untuk', 'bug', 'ini', 'thanks']","['update', 'tab', 'android', 'buka', 'aplikasi', 'memutar', 'film', 'tab', 'tibatiba', 'hang', 'no', 'respon', 'terpaksa', 'hard', 'restart', 'tab', 'coba', 'install', 'ulang', 'aplikasi', 'hasilnya', 'tolong', 'update', 'fix', 'bug', 'thanks']","['update', 'tab', 'android', 'buka', 'aplikasi', 'putar', 'film', 'tab', 'tibatiba', 'hang', 'no', 'respon', 'paksa', 'hard', 'restart', 'tab', 'coba', 'install', 'ulang', 'aplikasi', 'hasil', 'tolong', 'update', 'fix', 'bug', 'thanks']",-10,1,Negatif,update tab android buka aplikasi putar film tab tibatiba hang no respon paksa hard restart tab coba install ulang aplikasi hasil tolong update fix bug thanks
just download and use it. there's no need to explain.,1,2025-08-07 07:21:04,cukup unduh dan gunakan. tidak perlu dijelaskan.,cukup unduh dan gunakan tidak perlu dijelaskan,"['cukup', 'unduh', 'dan', 'gunakan', 'tidak', 'perlu', 'dijelaskan']",['unduh'],['unduh'],0,3,Netral,unduh
filmnya terbatas,3,2025-08-07 01:07:52,filmnya terbatas,filmnya terbatas,"['filmnya', 'terbatas']","['filmnya', 'terbatas']","['film', 'batas']",-3,2,Negatif,film batas
gabisa stop berlangganan gimana ni aplikasinya,1,2025-08-06 23:35:29,gabisa stop berlangganan gimana ni aplikasinya,gabisa stop berlangganan gimana ni aplikasinya,"['gabisa', 'stop', 'berlangganan', 'gimana', 'ni', 'aplikasinya']","['gabisa', 'stop', 'berlangganan', 'gimana', 'ni', 'aplikasinya']","['gabisa', 'stop', 'langgan', 'gimana', 'ni', 'aplikasi']",-5,1,Negatif,gabisa stop langgan gimana ni aplikasi
gajelas nih saya gopaynya kebayar sendiri padahal gamau langganan balikin duit saya,1,2025-08-06 21:02:20,gajelas nih saya gopaynya kebayar sendiri padahal gamau langganan balikin duit saya,gajelas nih saya gopaynya kebayar sendiri padahal gamau langganan balikin duit saya,"['gajelas', 'nih', 'saya', 'gopaynya', 'kebayar', 'sendiri', 'padahal', 'gamau', 'langganan', 'balikin', 'duit', 'saya']","['gajelas', 'nih', 'gopaynya', 'kebayar', 'gamau', 'langganan', 'balikin', 'duit']","['gajelas', 'nih', 'gopaynya', 'bayar', 'gamau', 'langgan', 'balikin', 'duit']",-5,1,Negatif,gajelas nih gopaynya bayar gamau langgan balikin duit
"knpsi perangkat gue ga lgi dipake siapa2 tapi gua gabisa nonton dihp , alesannya karna sedang terhubung ke yg lain . pdhl gua paket 65 itu sendiri ga sama org . rugi deh! tolong diperbaiki woy saya mau nonton!",1,2025-08-06 20:57:23,"knpsi perangkat gue ga lgi dipake siapa2 tapi gua gabisa nonton dihp , alesannya karna sedang terhubung ke yg lain . pdhl gua paket 65 itu sendiri ga sama org . rugi deh! tolong diperbaiki woy saya mau nonton!",knpsi perangkat gue ga lgi dipake siapa tapi gua gabisa nonton dihp alesannya karna sedang terhubung ke yg lain pdhl gua paket itu sendiri ga sama org rugi deh tolong diperbaiki woy saya mau nonton,"['knpsi', 'perangkat', 'gue', 'ga', 'lgi', 'dipake', 'siapa', 'tapi', 'gua', 'gabisa', 'nonton', 'dihp', 'alesannya', 'karna', 'sedang', 'terhubung', 'ke', 'yg', 'lain', 'pdhl', 'gua', 'paket', 'itu', 'sendiri', 'ga', 'sama', 'org', 'rugi', 'deh', 'tolong', 'diperbaiki', 'woy', 'saya', 'mau', 'nonton']","['knpsi', 'perangkat', 'gue', 'ga', 'lgi', 'dipake', 'gua', 'gabisa', 'nonton', 'dihp', 'alesannya', 'karna', 'terhubung', 'yg', 'pdhl', 'gua', 'paket', 'ga', 'org', 'rugi', 'deh', 'tolong', 'diperbaiki', 'woy', 'nonton']","['knpsi', 'perangkat', 'gue', 'ga', 'lgi', 'dipake', 'gua', 'gabisa', 'nonton', 'dihp', 'alesannya', 'karna', 'hubung', 'yg', 'pdhl', 'gua', 'paket', 'ga', 'org', 'rugi', 'deh', 'tolong', 'baik', 'woy', 'nonton']",-13,1,Negatif,knpsi perangkat gue ga lgi dipake gua gabisa nonton dihp alesannya karna hubung yg pdhl gua paket ga org rugi deh tolong baik woy nonton
pembayaran nya makin ribet,2,2025-08-06 20:31:58,pembayaran nya makin ribet,pembayaran nya makin ribet,"['pembayaran', 'nya', 'makin', 'ribet']","['pembayaran', 'nya', 'ribet']","['bayar', 'nya', 'ribet']",-7,1,Negatif,bayar nya ribet
pengen langganan selalu dikasih Access denied padahal cmn pengen langganan ga ngerugiin siapa siapa,1,2025-08-06 18:26:03,pengen langganan selalu dikasih Access denied padahal cmn pengen langganan ga ngerugiin siapa siapa,pengen langganan selalu dikasih access denied padahal cmn pengen langganan ga ngerugiin siapa siapa,"['pengen', 'langganan', 'selalu', 'dikasih', 'access', 'denied', 'padahal', 'cmn', 'pengen', 'langganan', 'ga', 'ngerugiin', 'siapa', 'siapa']","['pengen', 'langganan', 'dikasih', 'access', 'denied', 'cmn', 'pengen', 'langganan', 'ga', 'ngerugiin']","['ken', 'langgan', 'kasih', 'access', 'denied', 'cmn', 'ken', 'langgan', 'ga', 'ngerugiin']",-1,2,Negatif,ken langgan kasih access denied cmn ken langgan ga ngerugiin
jelek,1,2025-08-06 11:29:54,jelek,jelek,['jelek'],['jelek'],['jelek'],-5,1,Negatif,jelek
tolong disney+ ini udah 2 hari black screen terus udah langganan juga,1,2025-08-06 11:26:26,tolong disney+ ini udah 2 hari black screen terus udah langganan juga,tolong disney ini udah hari black screen terus udah langganan juga,"['tolong', 'disney', 'ini', 'udah', 'hari', 'black', 'screen', 'terus', 'udah', 'langganan', 'juga']","['tolong', 'disney', 'udah', 'black', 'screen', 'udah', 'langganan']","['tolong', 'disney', 'udah', 'black', 'screen', 'udah', 'langgan']",0,3,Netral,tolong disney udah black screen udah langgan
"bagus banget film2 nya, jelas jugu",5,2025-08-06 08:49:21,"bagus banget film2 nya, jelas jugu",bagus banget film nya jelas jugu,"['bagus', 'banget', 'film', 'nya', 'jelas', 'jugu']","['bagus', 'banget', 'film', 'nya', 'jugu']","['bagus', 'banget', 'film', 'nya', 'jugu']",-3,2,Negatif,bagus banget film nya jugu
Apk Tqikkkk.. masuk nomer aja susah,1,2025-08-05 23:33:26,Apk Tqikkkk.. masuk nomer aja susah,apk tqikkkk masuk nomer aja susah,"['apk', 'tqikkkk', 'masuk', 'nomer', 'aja', 'susah']","['apk', 'tqikkkk', 'masuk', 'nomer', 'aja', 'susah']","['apk', 'tqikkkk', 'masuk', 'nomer', 'aja', 'susah']",-5,1,Negatif,apk tqikkkk masuk nomer aja susah
"kena black screen, streaming jalan tapi cuman subtitle dan beberapa menit kemudian bakal loading. ga tau kenapaa udah dua kali gini untuk jangka panjang dan ga bisa di akalin, bahkan udah di download juga gitu aplk juga udah di update, udah di tunggu juga buat nothing change. hasil diskon dan sharing, tapi kalau gini ceritanya sama aja bohong 👎👎 u need to fix your app first instead donated ur money for k*ll*r",1,2025-08-05 23:20:34,"kena black screen, streaming jalan tapi cuman subtitle dan beberapa menit kemudian bakal loading. ga tau kenapaa udah dua kali gini untuk jangka panjang dan ga bisa di akalin, bahkan udah di download juga gitu aplk juga udah di update, udah di tunggu juga buat nothing change. hasil diskon dan sharing, tapi kalau gini ceritanya sama aja bohong 👎👎 u need to fix your app first instead donated ur money for k*ll*r",kena black screen streaming jalan tapi cuman subtitle dan beberapa menit kemudian bakal loading ga tau kenapaa udah dua kali gini untuk jangka panjang dan ga bisa di akalin bahkan udah di download juga gitu aplk juga udah di update udah di tunggu juga buat nothing change hasil diskon dan sharing tapi kalau gini ceritanya sama aja bohong 👎👎 u need to fix your app first instead donated ur money for kllr,"['kena', 'black', 'screen', 'streaming', 'jalan', 'tapi', 'cuman', 'subtitle', 'dan', 'beberapa', 'menit', 'kemudian', 'bakal', 'loading', 'ga', 'tau', 'kenapaa', 'udah', 'dua', 'kali', 'gini', 'untuk', 'jangka', 'panjang', 'dan', 'ga', 'bisa', 'di', 'akalin', 'bahkan', 'udah', 'di', 'download', 'juga', 'gitu', 'aplk', 'juga', 'udah', 'di', 'update', 'udah', 'di', 'tunggu', 'juga', 'buat', 'nothing', 'change', 'hasil', 'diskon', 'dan', 'sharing', 'tapi', 'kalau', 'gini', 'ceritanya', 'sama', 'aja', 'bohong', '👎👎', 'u', 'need', 'to', 'fix', 'your', 'app', 'first', 'instead', 'donated', 'ur', 'money', 'for', 'kllr']","['kena', 'black', 'screen', 'streaming', 'jalan', 'cuman', 'subtitle', 'menit', 'loading', 'ga', 'tau', 'kenapaa', 'udah', 'kali', 'gini', 'jangka', 'ga', 'akalin', 'udah', 'download', 'gitu', 'aplk', 'udah', 'update', 'udah', 'tunggu', 'nothing', 'change', 'hasil', 'diskon', 'sharing', 'gini', 'ceritanya', 'aja', 'bohong', '👎👎', 'u', 'need', 'to', 'fix', 'your', 'app', 'first', 'instead', 'donated', 'ur', 'money', 'for', 'kllr']","['kena', 'black', 'screen', 'streaming', 'jalan', 'cuman', 'subtitle', 'menit', 'loading', 'ga', 'tau', 'kenapaa', 'udah', 'kali', 'gin', 'jangka', 'ga', 'akalin', 'udah', 'download', 'gitu', 'aplk', 'udah', 'update', 'udah', 'tunggu', 'nothing', 'change', 'hasil', 'diskon', 'sharing', 'gin', 'cerita', 'aja', 'bohong', '', 'u', 'need', 'to', 'fix', 'your', 'app', 'first', 'instead', 'donated', 'ur', 'money', 'for', 'kllr']",-6,1,Negatif,kena black screen streaming jalan cuman subtitle menit loading ga tau kenapaa udah kali gin jangka ga akalin udah download gitu aplk udah update udah tunggu nothing change hasil diskon sharing gin cerita aja bohong  u need to fix your app first instead donated ur money for kllr
"Dear Disney, I truly cherish your film about Love between those who are the Same. In moments when the world feels unbearably cold, and loneliness makes it hard to breathe, your story reminded me that I am not alone it gave me hope to keep living. Thank you, with all my heartfelt regards 🌈",5,2025-08-05 18:06:23,"Dear Disney, saya benar -benar menghargai film Anda tentang cinta antara mereka yang sama. Pada saat -saat ketika dunia terasa sangat dingin, dan kesepian membuatnya sulit untuk bernafas, kisah Anda mengingatkan saya bahwa saya tidak sendirian itu memberi saya harapan untuk tetap hidup. Terima kasih, dengan semua salam saya yang tulus 🌈",dear disney saya benar benar menghargai film anda tentang cinta antara mereka yang sama pada saat saat ketika dunia terasa sangat dingin dan kesepian membuatnya sulit untuk bernafas kisah anda mengingatkan saya bahwa saya tidak sendirian itu memberi saya harapan untuk tetap hidup terima kasih dengan semua salam saya yang tulus 🌈,"['dear', 'disney', 'saya', 'benar', 'benar', 'menghargai', 'film', 'anda', 'tentang', 'cinta', 'antara', 'mereka', 'yang', 'sama', 'pada', 'saat', 'saat', 'ketika', 'dunia', 'terasa', 'sangat', 'dingin', 'dan', 'kesepian', 'membuatnya', 'sulit', 'untuk', 'bernafas', 'kisah', 'anda', 'mengingatkan', 'saya', 'bahwa', 'saya', 'tidak', 'sendirian', 'itu', 'memberi', 'saya', 'harapan', 'untuk', 'tetap', 'hidup', 'terima', 'kasih', 'dengan', 'semua', 'salam', 'saya', 'yang', 'tulus', '🌈']","['dear', 'disney', 'menghargai', 'film', 'cinta', 'dunia', 'dingin', 'kesepian', 'membuatnya', 'sulit', 'bernafas', 'kisah', 'harapan', 'hidup', 'terima', 'kasih', 'salam', 'tulus', '🌈']","['dear', 'disney', 'harga', 'film', 'cinta', 'dunia', 'dingin', 'sepi', 'buat', 'sulit', 'nafas', 'kisah', 'harap', 'hidup', 'terima', 'kasih', 'salam', 'tulus', '']",-4,2,Negatif,dear disney harga film cinta dunia dingin sepi buat sulit nafas kisah harap hidup terima kasih salam tulus 
